num,Code,Thickness (mm),xCell,yCell,zCell,Angle (°),Height (mm),Radius (mm),RD,SA (cm^2),SA/VR (1/cm),Porosity,Elastic Modulus (GPa),Yield Strain (-),Yield Stress (MPa),Ultimate Strain (-),Ultimate Stress (MPa),Energy Absorption (MJ/m^3),Plateau Stress (MPa)
1,D,0.2,3,3,3,0,8,2.5,15.0874345,4.127542368,172.5325662,84.9125655,3.073900612,0.023444101,65.9170362,0.123627186,90.52632236,41.71456262,85.84563089
2,D,0.3,3,3,3,0,8,2.5,22.64027234,4.226359963,117.1999208,77.35972766,4.824348373,0.023448849,103.476722,0.181783095,146.9868336,67.63639246,140.7287583
3,D,0.4,3,3,3,0,8,2.5,30.30251138,4.271607015,88.99422048,69.69748862,6.67179666,0.023200229,141.4436147,0.199417576,206.2956925,92.09739896,194.0057285
4,D,0.2,4,3,3,0,8,2.5,13.79915872,3.852406313,176.5931347,86.20084128,2.181994224,0.024068325,48.15295671,0.123902991,66.53329094,30.66374887,63.48178045
5,D,0.3,4,3,3,0,8,2.5,20.7393017,3.909905437,119.5258828,79.2606983,3.435057571,0.024218124,76.32053369,0.198524386,108.3612884,49.79082375,100.1748426
6,D,0.4,4,3,3,0,8,2.5,27.69273968,3.980672387,91.04269879,72.30726032,4.797736919,0.02387601,104.955341,0.199759096,152.509787,69.83788245,141.9944482
7,D,0.2,3,4,3,0,8,2.5,13.81300289,3.829275863,177.0050288,86.18699711,2.161566774,0.024208734,48.00566167,0.140342593,67.41728124,30.45997142,63.14523596
8,D,0.3,3,4,3,0,8,2.5,20.73860166,3.945805269,120.4267968,79.26139834,3.426822155,0.024141376,75.87455929,0.168160751,107.9981671,49.66864643,100.934288
9,D,0.4,3,4,3,0,8,2.5,27.69006476,3.994176845,91.68293011,72.30993524,4.774744252,0.024117142,105.6036947,0.199760482,153.6029934,69.95506743,143.7348413
10,D,0.2,4,4,3,0,8,2.5,12.51847434,3.492073715,177.3603824,87.48152566,1.766623426,0.022130729,35.5634175,0.128555834,47.56469472,21.00181441,43.25568035
11,D,0.3,4,4,3,0,8,2.5,18.82063393,3.632619186,121.5420069,81.17936607,2.765692486,0.021989379,55.28447459,0.160056919,76.6456619,35.32700229,73.60985422
12,D,0.4,4,4,3,0,8,2.5,25.18643393,3.717636269,92.78751944,74.81356607,3.816749857,0.02211128,76.75972669,0.18776986,108.9999751,50.30074745,102.6247397
13,D,0.2,3,3,4,0,8,2.5,13.81942471,3.830773096,176.0323226,86.18057529,2.596655259,0.03114721,75.68525544,0.105567694,96.86658478,41.53750559,81.71303425
14,D,0.3,3,3,4,0,8,2.5,20.79197309,3.975633624,118.2437913,79.20802691,4.137619851,0.031452308,121.8624549,0.155166239,157.0254228,63.25346278,126.280065
15,D,0.4,3,3,4,0,8,2.5,27.76508576,3.9485291,89.65414359,72.23491424,5.681342954,0.031387154,166.9584978,0.198415175,221.8772927,93.39955618,184.1289735
16,D,0.2,4,3,4,0,8,2.5,12.63392376,3.489720586,176.7976194,87.36607624,2.76243353,0.022825194,57.52821341,0.099702895,75.97273171,29.99547457,56.79342767
17,D,0.3,4,3,4,0,8,2.5,18.97231838,3.605435522,119.5860965,81.02768162,4.429698317,0.022791269,92.09905014,0.140099451,121.1098364,51.80861271,101.0819404
18,D,0.4,4,3,4,0,8,2.5,25.35440962,3.60826627,90.69533419,74.64559038,6.136605036,0.022657946,126.7696547,0.174175754,169.6163763,73.66625116,149.9526567
19,D,0.2,3,4,4,0,8,2.5,12.65242219,3.545255824,176.5798406,87.34757781,2.77320534,0.022889005,57.92949903,0.106025971,75.77842219,33.0481319,64.99781047
20,D,0.3,3,4,4,0,8,2.5,19.00723859,3.62262716,119.6078193,80.99276141,4.425589464,0.022867525,92.35109994,0.156502783,122.3365663,52.53970636,103.3148305
21,D,0.4,3,4,4,0,8,2.5,25.34004988,3.685146134,91.33863483,74.65995012,6.11547347,0.022793581,127.1625929,0.190579295,170.2765372,74.04505232,153.5308048
22,D,0.2,4,4,4,0,8,2.5,11.42889957,3.147394568,173.903774,88.57110043,1.924651973,0.022719157,39.87716726,0.109682038,52.07829488,23.30573379,45.65486019
23,D,0.3,4,4,4,0,8,2.5,17.16475945,3.326272401,119.3328992,82.83524055,3.054937334,0.022780492,63.48310076,0.19162485,85.26003129,37.50932754,71.36464855
24,D,0.4,4,4,4,0,8,2.5,22.99722032,3.31850656,90.91903423,77.00277968,4.255404547,0.022872855,88.8224416,0.19035843,120.0620683,52.4421576,99.03397513
25,D,0.2,3,3,3,30,8,2.5,15.39372737,4.182469644,172.9339519,84.60627263,2.587436368,0.026098466,62.35324835,0.160847217,89.69430056,40.74008074,79.12159976
26,D,0.3,3,3,3,30,8,2.5,23.11844577,4.257460107,116.42799,76.88155423,4.250296191,0.025701953,100.7403184,0.177297011,148.5160914,65.46598211,128.6900061
27,D,0.4,3,3,3,30,8,2.5,30.87679935,4.369831411,88.13691123,69.12320065,6.010202725,0.025636824,142.0621043,0.181100905,211.5447863,91.22961851,179.9162978
28,D,0.2,4,3,3,30,8,2.5,13.93374074,3.892814509,176.1197561,86.06625926,2.395248082,0.024895004,54.83921416,0.162097514,74.35697866,33.20675119,64.5707216
29,D,0.3,4,3,3,30,8,2.5,20.90646935,3.979629703,119.1973947,79.09353065,3.905178548,0.02461749,88.32533841,0.198839441,125.3646323,55.91795731,110.2102617
30,D,0.4,4,3,3,30,8,2.5,27.91865789,4.038746653,90.61922926,72.08134211,5.536616175,0.024244945,123.1617242,0.18237102,180.7374242,79.50545676,155.5119259
31,D,0.2,3,4,3,30,8,2.5,13.69280405,3.839574336,176.6036747,86.30719595,2.185387043,0.025155321,50.60333928,0.14046441,68.20717552,30.61710911,61.27766161
32,D,0.3,3,4,3,30,8,2.5,20.55561541,3.908300516,119.0509386,79.44438459,3.612988951,0.024894041,82.71591758,0.136669606,115.0435763,51.22766371,98.92711341
33,D,0.4,3,4,3,30,8,2.5,27.49080633,3.877801937,90.30603054,72.50919367,5.148467097,0.024444618,115.5553786,0.169568211,167.1896243,72.76202582,137.2744389
34,D,0.2,4,4,3,30,8,2.5,12.4967863,3.468991095,177.0254143,87.5032137,1.797556147,0.023491737,38.63260443,0.09599755,52.43412308,24.83120031,50.19084975
35,D,0.3,4,4,3,30,8,2.5,18.75477587,3.629234385,120.624077,81.24522413,3.009912876,0.023379201,64.34953234,0.149050891,88.319148,41.03839646,81.63696808
36,D,0.4,4,4,3,30,8,2.5,25.04579191,3.674236816,92.34692589,74.95420809,4.342158321,0.023227862,92.17473704,0.184393436,129.868571,58.76762992,113.9008129
37,D,0.2,3,3,4,30,8,2.5,13.87203907,3.876083305,176.1677014,86.12796093,2.534770858,0.024942651,58.15436231,0.11658176,77.92757779,32.86229616,64.27446676
38,D,0.3,3,3,4,30,8,2.5,20.86617211,3.929313353,118.5480438,79.13382789,4.142072559,0.024978742,95.17961845,0.181201756,132.1439697,55.63899963,107.5312978
39,D,0.4,3,3,4,30,8,2.5,27.8532146,4.070833367,90.16590216,72.1467854,5.902611161,0.025047136,136.0382844,0.190074921,192.5977952,78.64625371,149.2737859
40,D,0.2,4,3,4,30,8,2.5,12.73266582,3.580107021,177.9147615,87.26733418,2.516497419,0.023796144,54.84994049,0.070807427,67.99368112,28.66590389,57.2013407
41,D,0.3,4,3,4,30,8,2.5,19.14204655,3.688252437,120.6180329,80.85795345,4.164310448,0.023621089,90.03692651,0.103672594,113.7197489,48.15516861,88.95312949
42,D,0.4,4,3,4,30,8,2.5,25.57188968,3.758146778,91.73871847,74.42811032,5.860435349,0.023530622,126.1788171,0.13275528,165.880746,67.73536293,120.1024964
43,D,0.2,3,4,4,30,8,2.5,12.76230934,3.592370686,176.2270618,87.23769066,2.114650861,0.024615729,47.82437076,0.11018905,63.77744043,27.12338137,52.72064073
44,D,0.3,3,4,4,30,8,2.5,19.16069051,3.641405125,118.9653522,80.83930949,3.49301986,0.024620812,79.01494468,0.140583336,109.1776717,46.69733771,87.94454462
45,D,0.4,3,4,4,30,8,2.5,25.60282688,3.669020634,90.42086125,74.39717312,4.985864676,0.024648995,112.9248226,0.155781418,159.5855264,66.32986721,122.2513191
46,D,0.2,4,4,4,30,8,2.5,11.57100505,3.161674201,174.7442047,88.42899495,1.579408147,0.029634708,43.64648236,0.090086475,54.04805927,23.53924593,45.29570467
47,D,0.3,4,4,4,30,8,2.5,17.39349824,3.287841317,118.4443971,82.60650176,2.636622499,0.028667787,70.31288681,0.124343976,91.13886498,39.3461744,71.79252405
48,D,0.4,4,4,4,30,8,2.5,23.20331729,3.30424373,90.3612968,76.79668271,3.774708808,0.028229001,99.00683972,0.150984257,133.4790339,54.97943424,95.54874276
49,D,0.2,3,3,3,60,8,2.5,15.42468743,4.241779231,171.9711465,84.57531257,2.584083139,0.025992313,61.99813198,0.167174131,90.02996461,40.53386298,78.30292937
50,D,0.3,3,3,3,60,8,2.5,23.11481942,4.215893803,116.2155027,76.88518058,4.253598383,0.025779262,101.1474315,0.18743448,151.5444582,66.84068674,129.2052964
51,D,0.4,3,3,3,60,8,2.5,30.89428969,4.317735742,88.09307844,69.10571031,6.06572665,0.025505211,142.576187,0.184899569,215.1369486,93.18269372,185.8343438
52,D,0.2,4,3,3,60,8,2.5,13.89245413,3.917026798,177.3296987,86.10754587,2.395773888,0.024979967,55.05480513,0.146875754,74.22638899,33.38837885,64.89868033
53,D,0.3,4,3,3,60,8,2.5,20.90357752,3.933053845,119.4509552,79.09642248,3.916349031,0.024632506,88.63679268,0.164604604,124.5018957,55.5876294,107.7533337
54,D,0.4,4,3,3,60,8,2.5,27.92491707,4.025106821,90.68417108,72.07508293,5.545127638,0.02430492,123.6836264,0.193724081,180.1421884,77.86807948,151.6071555
55,D,0.2,3,4,3,60,8,2.5,13.88216524,3.869987782,176.1537501,86.11783476,2.509108767,0.025024023,57.76977771,0.117843471,77.65070364,33.34485507,66.37047565
56,D,0.3,3,4,3,60,8,2.5,20.84191326,3.952565047,118.8307495,79.15808674,4.200343478,0.024572057,94.8103909,0.185018241,132.0933506,55.45041382,108.786544
57,D,0.4,3,4,3,60,8,2.5,27.85262193,4.012472137,90.32352147,72.14737807,5.860858506,0.025326187,136.7114798,0.182469174,192.7631443,80.94545368,155.3396203
58,D,0.2,4,4,3,60,8,2.5,12.70314587,3.508208583,177.6201353,87.29685413,2.519063564,0.023908214,55.18818434,0.073333129,68.16473709,28.76954864,58.84202056
59,D,0.3,4,4,3,60,8,2.5,19.11585228,3.640858774,120.3218485,80.88414772,4.131345347,0.023555589,89.05358239,0.109994672,114.28742,48.27992601,89.18668573
60,D,0.4,4,4,3,60,8,2.5,25.5690419,3.73018469,91.86683186,74.4309581,5.875944995,0.023382417,125.6419061,0.144136846,167.433624,68.0468082,118.2039489
61,D,0.2,3,3,4,60,8,2.5,13.67023464,3.728640251,176.7271485,86.32976536,2.188701879,0.025055638,50.46191773,0.136673689,67.90255999,29.72377592,60.18950053
62,D,0.3,3,3,4,60,8,2.5,20.52721934,3.904659443,119.3667139,79.47278066,3.614031832,0.024902345,82.76980253,0.136677355,114.5558699,50.52645651,97.8548162
63,D,0.4,3,3,4,60,8,2.5,27.44124459,3.984845453,90.39536497,72.55875541,5.161645789,0.024631117,116.8138083,0.150587916,165.7941823,70.92225517,133.2538626
64,D,0.2,4,3,4,60,8,2.5,12.47184604,3.558620689,178.2045366,87.52815396,1.793674602,0.023543445,38.64193059,0.08967191,52.25549583,24.77955324,49.71660582
65,D,0.3,4,3,4,60,8,2.5,18.77999739,3.662231323,120.4759939,81.22000261,3.006450455,0.023417336,64.39015903,0.127564698,87.9489891,40.9365925,82.45095441
66,D,0.4,4,3,4,60,8,2.5,25.06103698,3.696929875,92.1290472,74.93896302,4.337344295,0.023338213,92.5511776,0.175562084,128.8032651,58.92331602,113.7009488
67,D,0.2,3,4,4,60,8,2.5,12.77022939,3.560833424,176.3323414,87.22977061,2.136480357,0.024467272,48.00088585,0.10512384,63.83472915,27.48716977,55.18522319
68,D,0.3,3,4,4,60,8,2.5,19.17444842,3.652600031,119.0971534,80.82555158,3.516877603,0.024595577,79.46587787,0.144372687,109.4204768,46.18944863,89.24662391
69,D,0.4,3,4,4,60,8,2.5,25.58264339,3.705511915,90.65686573,74.41735661,5.011932662,0.02462526,113.3962799,0.158307731,160.3126347,66.28081632,125.5693762
70,D,0.2,4,4,4,60,8,2.5,11.57872857,3.14541763,174.4573093,88.42127143,1.603850162,0.029288892,43.76729401,0.087543994,54.63832093,23.88080286,45.03489918
71,D,0.3,4,4,4,60,8,2.5,17.39441237,3.255810281,118.2075555,82.60558763,2.661584309,0.028474609,70.4644051,0.137029976,92.18000942,39.66395548,72.50373148
72,D,0.4,4,4,4,60,8,2.5,23.2229102,3.346892903,90.34988565,76.7770898,3.819380539,0.02812806,99.7930028,0.149716854,134.3627348,55.23749882,94.3898959
73,D,0.2,3,3,3,0,10,2.5,15.39105542,5.236318313,171.4603318,84.60894458,3.187484614,0.022731966,66.08282349,0.166391301,93.68091761,40.57987152,80.37810417
74,D,0.3,3,3,3,0,10,2.5,23.10173702,5.282452544,115.7467697,76.89826298,4.955128419,0.022752516,102.8313794,0.190376019,147.3847602,64.86856712,131.6937075
75,D,0.4,3,3,3,0,10,2.5,30.85297016,5.344812774,87.59995704,69.14702984,6.860804961,0.022591333,141.273117,0.199164331,207.3091856,90.88717076,188.5221007
76,D,0.2,4,3,3,0,10,2.5,13.98517762,4.865986356,176.6431027,86.01482238,1.906588838,0.028751844,51.00476761,0.140599656,69.4218496,30.29797962,59.50901294
77,D,0.3,4,3,3,0,10,2.5,21.05983133,4.981331047,119.1697904,78.94016867,3.037615013,0.026564304,74.6168995,0.189847684,110.4734777,48.68628764,95.85994727
78,D,0.4,4,3,3,0,10,2.5,28.06901878,4.992883822,90.40568643,71.93098122,4.219796759,0.026139553,101.8640095,0.193637562,155.8066556,68.71598291,140.4089788
79,D,0.2,3,4,3,0,10,2.5,14.01038289,4.853815233,175.7160111,85.98961711,1.920151045,0.027800483,49.54082391,0.141866767,69.20227993,30.48295626,59.58982194
80,D,0.3,3,4,3,0,10,2.5,21.04029227,4.906204338,118.6759369,78.95970773,3.071996379,0.026191883,74.31737561,0.193668985,111.5098842,49.1092118,97.89099437
81,D,0.4,3,4,3,0,10,2.5,28.0791284,5.033126079,90.20340711,71.9208716,4.264702632,0.026062734,102.6204071,0.18986907,156.7857733,68.76959843,145.463813
82,D,0.2,4,4,3,0,10,2.5,12.6722209,4.477282561,176.59399,87.3277791,1.634830463,0.022516911,33.54167082,0.142457366,48.731067,21.14809828,42.07816488
83,D,0.3,4,4,3,0,10,2.5,19.04798895,4.54724834,120.1743426,80.95201105,2.551517998,0.022563955,52.46930166,0.19921459,78.71906265,34.41128712,70.05599985
84,D,0.4,4,4,3,0,10,2.5,25.42849136,4.552621513,91.75509059,74.57150864,3.532315616,0.022843267,73.62499674,0.199189723,111.1041353,49.48042881,102.7877571
85,D,0.2,3,3,4,0,10,2.5,13.83922386,4.779445011,173.6720156,86.16077614,3.50201347,0.022792981,72.81729964,0.09618572,98.1216623,40.53873788,80.03311067
86,D,0.3,3,3,4,0,10,2.5,20.81020968,4.827091637,117.2950239,79.18979032,5.489954234,0.02287795,114.6189907,0.149345994,156.3390801,66.44828942,126.5425419
87,D,0.4,3,3,4,0,10,2.5,27.75492043,4.844001604,89.30325821,72.24507957,7.556021896,0.02306765,159.1876232,0.194907355,218.0175112,88.3901344,165.9381329
88,D,0.2,4,3,4,0,10,2.5,12.64747928,4.387545215,176.1965032,87.35252072,2.619215632,0.023263513,55.69372536,0.097110444,71.93255775,29.24606524,60.57320135
89,D,0.3,4,3,4,0,10,2.5,18.9736204,4.487495631,119.6965183,81.0263796,4.197941953,0.022899891,87.73652738,0.129898334,117.783694,47.77144251,97.37262368
90,D,0.4,4,3,4,0,10,2.5,25.34710206,4.509641787,90.93425686,74.65289794,5.859500171,0.022673397,121.1357728,0.134944916,162.6717583,72.35990705,143.9685696
91,D,0.2,3,4,4,0,10,2.5,12.665998,4.435546471,175.8959234,87.334002,2.620347999,0.023178214,55.49429097,0.153854227,72.24690052,30.40443072,63.02003472
92,D,0.3,3,4,4,0,10,2.5,18.98413661,4.495894891,119.138903,81.01586339,4.194719537,0.022962949,87.93369326,0.114765096,116.0324924,50.80939122,102.9291109
93,D,0.4,3,4,4,0,10,2.5,25.30903713,4.572116338,90.69487877,74.69096287,5.834855869,0.022704953,120.8104178,0.166467381,163.4819771,72.27269761,140.9413853
94,D,0.2,4,4,4,0,10,2.5,11.40879539,3.949559403,173.9544815,88.59120461,1.992402764,0.022802256,41.44647201,0.085814321,52.13017692,21.30546118,44.24487874
95,D,0.3,4,4,4,0,10,2.5,17.19774523,4.078361005,118.7325118,82.80225477,3.15346822,0.022678649,65.2094623,0.100952232,82.76923406,33.66904422,70.58991692
96,D,0.4,4,4,4,0,10,2.5,22.98482922,4.161840984,90.84739824,77.01517078,4.352496995,0.022547316,89.43212966,0.107251799,116.3037903,49.0238455,100.2217604
97,D,0.2,3,3,3,30,10,2.5,15.37171488,5.265793271,172.1966421,84.62828512,2.89794533,0.02344102,62.13490401,0.143854403,86.88396222,38.19373739,77.69215377
98,D,0.3,3,3,3,30,10,2.5,23.06316797,5.295993313,116.2266065,76.93683203,4.683693625,0.023478634,100.5993418,0.161548615,144.6511825,63.44375213,127.3703596
99,D,0.4,3,3,3,30,10,2.5,30.82584935,5.406032287,87.99847175,69.17415065,6.541318937,0.023658034,141.6721069,0.170384049,207.4463052,90.11927623,179.3631608
100,D,0.2,4,3,3,30,10,2.5,13.96410887,4.759038529,175.8148749,86.03589113,2.66945426,0.023175846,56.52795337,0.08572107,71.40294629,31.84909124,63.29898336
101,D,0.3,4,3,3,30,10,2.5,20.97717718,4.866989287,118.8032123,79.02282282,4.305642912,0.023043852,90.60731114,0.147546494,119.4663457,52.11825055,99.31142063
102,D,0.4,4,3,3,30,10,2.5,28.05865743,5.007083139,89.96191759,71.94134257,6.08602644,0.02299096,127.7515351,0.175178766,173.858563,74.60215857,149.1397225
103,D,0.2,3,4,3,30,10,2.5,13.81053758,4.748947891,175.564575,86.18946242,2.057237155,0.026525269,50.45429479,0.136727691,69.98476256,31.15431884,61.93823862
104,D,0.3,3,4,3,30,10,2.5,20.74419209,4.913923213,118.0438022,79.25580791,3.356691102,0.026307437,81.59255855,0.163321269,116.2494093,51.78553935,102.0220764
105,D,0.4,3,4,3,30,10,2.5,27.72357892,4.903437837,89.50138169,72.27642108,4.782311918,0.026246018,115.9520198,0.165845418,168.0296609,73.82134695,146.97569
106,D,0.2,4,4,3,30,10,2.5,12.53497393,4.353868383,177.7043199,87.46502607,1.606822646,0.027116208,40.35729102,0.086065209,51.62330948,24.72461406,51.88437443
107,D,0.3,4,4,3,30,10,2.5,18.84314279,4.467418166,119.7734672,81.15685721,2.674121746,0.026696649,66.04184517,0.106323624,87.22835586,39.85477381,80.18734261
108,D,0.4,4,4,3,30,10,2.5,25.17257957,4.517867997,90.91396236,74.82742043,3.838011395,0.026258937,93.10607512,0.115207028,125.242428,56.54771395,111.467659
109,D,0.2,3,3,4,30,10,2.5,13.96809498,4.799083597,175.7801036,86.03190502,2.76295861,0.023746806,60.08552368,0.118732214,79.37624217,34.45753813,68.13967601
110,D,0.3,3,3,4,30,10,2.5,20.95974144,4.993668363,118.2823466,79.04025856,4.50401531,0.023530555,96.9739488,0.14904449,133.7492818,56.63799435,109.1086872
111,D,0.4,3,3,4,30,10,2.5,28.00246039,4.993698358,89.73846718,71.99753961,6.405268054,0.023763717,139.4024422,0.116199386,190.4262903,79.49297567,148.3000298
112,D,0.2,4,3,4,30,10,2.5,12.61918973,4.420087201,176.3078768,87.38081027,2.657996158,0.022579507,54.70024962,0.060495371,68.02348887,26.40232152,58.94685024
113,D,0.3,4,3,4,30,10,2.5,18.92675264,4.449974275,119.5299211,81.07324736,4.317827888,0.022514063,88.57619227,0.083175397,113.1951564,47.13249447,91.96695982
114,D,0.4,4,3,4,30,10,2.5,25.29847427,4.586461791,91.19673215,74.70152573,6.080670382,0.022581929,125.1519259,0.102089357,163.5774466,66.93602667,124.0266926
115,D,0.2,3,4,4,30,10,2.5,12.62791815,4.349005494,176.8200099,87.37208185,2.115077425,0.024414904,47.40925696,0.075829542,62.67826525,27.43934812,54.26968803
116,D,0.3,3,4,4,30,10,2.5,18.93363811,4.52372416,119.5164051,81.06636189,3.525524172,0.024467785,79.21071758,0.128917289,106.8057915,45.91396101,87.56825388
117,D,0.4,3,4,4,30,10,2.5,25.30190806,4.540250517,90.90480394,74.69809194,5.024502452,0.024880674,114.9640029,0.137754488,155.6905862,66.21521281,127.0920981
118,D,0.2,4,4,4,30,10,2.5,11.4703056,3.978857425,173.6197557,88.5296944,1.80576386,0.024952216,41.44628238,0.073388672,53.30707069,22.54956452,44.44180987
119,D,0.3,4,4,4,30,10,2.5,17.21971483,4.030607848,117.9153957,82.78028517,2.980161228,0.024825863,68.02475209,0.113869524,90.68914994,38.7916417,74.97107681
120,D,0.4,4,4,4,30,10,2.5,23.02124239,4.083440636,90.20565359,76.97875761,4.22927575,0.024929374,96.97464431,0.150496268,132.3273844,56.52021673,100.003416
121,D,0.2,3,3,3,60,10,2.5,15.33928035,5.222465588,172.6055907,84.66071965,2.871534125,0.023658429,62.19291864,0.135053897,87.50762313,37.95730469,77.02672705
122,D,0.3,3,3,3,60,10,2.5,23.05616431,5.321271671,116.3107031,76.94383569,4.651336894,0.02353297,100.1571001,0.162811232,145.1967509,63.71454795,128.401016
123,D,0.4,3,3,3,60,10,2.5,30.83352085,5.395490132,88.19367591,69.16647915,6.57165687,0.023555143,141.6530026,0.166587591,207.5687996,89.99322929,180.4876196
124,D,0.2,4,3,3,60,10,2.5,13.99446479,4.882826182,174.9907312,86.00553521,2.66474174,0.022920496,55.74771782,0.121045732,71.41798644,31.76089014,61.11276308
125,D,0.3,4,3,3,60,10,2.5,20.97882453,4.906377736,118.2753543,79.02117547,4.309347811,0.022678285,89.10992199,0.139960146,119.5347012,52.68148191,103.1224378
126,D,0.4,4,3,3,60,10,2.5,28.0213765,4.964858688,89.7311214,71.9786235,6.072638995,0.022803324,126.331076,0.170222783,173.9512432,74.80004363,146.6004695
127,D,0.2,3,4,3,60,10,2.5,13.95912019,4.880999026,175.2822695,86.04087981,2.705740985,0.023637063,58.54428817,0.13261894,79.17953355,33.16632051,65.80899134
128,D,0.3,3,4,3,60,10,2.5,20.97681484,4.948289174,117.922734,79.02318516,4.434319452,0.023597811,95.77159275,0.114933348,132.5544819,54.58697703,104.8429554
129,D,0.4,3,4,3,60,10,2.5,27.98186914,4.895835726,89.60464715,72.01813086,6.348527515,0.023620499,137.2583331,0.140191293,190.568206,78.60156688,148.3535624
130,D,0.2,4,4,3,60,10,2.5,12.61298281,4.400476304,175.912297,87.38701719,2.660649168,0.022578551,54.75230531,0.074353969,68.28904507,27.46746399,60.85991584
131,D,0.3,4,4,3,60,10,2.5,18.95013851,4.513027737,119.3988829,81.04986149,4.313074624,0.022475637,88.31294821,0.083172309,113.3754693,47.59138558,93.11149275
132,D,0.4,4,4,3,60,10,2.5,25.29374761,4.606116309,91.28132731,74.70625239,6.064226803,0.022579498,124.7987452,0.119711185,163.6240304,66.63852887,126.1930604
133,D,0.2,3,3,4,60,10,2.5,13.82493029,4.744060942,175.5972646,86.17506971,2.010540472,0.026206419,48.6679856,0.145550156,69.99918956,31.00525616,63.74115739
134,D,0.3,3,3,4,60,10,2.5,20.77244717,4.884953377,117.73098,79.22755283,3.415367434,0.025486549,80.21519305,0.164555812,117.7695662,51.83177369,102.0931655
135,D,0.4,3,3,4,60,10,2.5,27.73746844,4.891879484,89.36024614,72.26253156,4.78296144,0.025631947,113.0306923,0.162001991,169.2084323,73.39717337,148.3972396
136,D,0.2,4,3,4,60,10,2.5,12.58430859,4.36486792,177.4361884,87.41569141,1.587289247,0.02755478,40.56282711,0.094936621,51.8678501,24.52170512,50.30088265
137,D,0.3,4,3,4,60,10,2.5,18.83496004,4.445489566,119.8916557,81.16503996,2.657088512,0.026411334,64.86307579,0.107594895,86.7831275,39.4937946,79.06142549
138,D,0.4,4,3,4,60,10,2.5,25.20173844,4.517318391,90.84394064,74.79826156,3.806114262,0.025807845,90.61537995,0.116457283,124.8527421,56.22577531,110.6762483
139,D,0.2,3,4,4,60,10,2.5,12.5959522,4.404610871,177.1301318,87.4040478,2.160594892,0.024481413,48.57322529,0.082152307,63.25430806,27.84463239,55.9994178
140,D,0.3,3,4,4,60,10,2.5,18.92294895,4.461518922,119.4402273,81.07705105,3.566997739,0.024609693,80.64872304,0.108684218,107.5274108,46.59651104,88.02794264
141,D,0.4,3,4,4,60,10,2.5,25.26087287,4.570963902,90.89173355,74.73912713,5.107943071,0.024780863,116.3633504,0.137747598,156.8598065,66.01065786,124.7088999
142,D,0.2,4,4,4,60,10,2.5,11.4744644,3.925857104,173.7049484,88.5255356,1.815233869,0.024997305,41.74548742,0.082250828,54.71946266,23.62526141,46.77626885
143,D,0.3,4,4,4,60,10,2.5,17.26469232,4.037614145,118.0191725,82.73530768,2.979707563,0.02536125,69.60969189,0.103762758,91.35942646,38.87865704,73.27737191
144,D,0.4,4,4,4,60,10,2.5,23.00458796,4.114768536,90.64867117,76.99541204,4.306061459,0.024315362,96.09131972,0.07338903,135.7126402,55.90486175,98.74956858
289,D,0.2,3,3,3,0,8,5,15.37289168,16.58438719,170.634074,84.62710832,3.351871785,0.023164346,70.94017396,0.182958841,98.74026153,44.32999652,90.58394235
290,D,0.3,3,3,3,0,8,5,23.08680451,16.62366573,113.9760771,76.91319549,5.293668129,0.022908999,110.6853007,0.194327876,155.7266078,70.1606703,144.0803044
291,D,0.4,3,3,3,0,8,5,30.82255332,16.85652262,85.79220516,69.17744668,7.355434767,0.022824904,153.1762204,0.199390516,216.7571858,97.99986598,203.2915889
292,D,0.2,4,3,3,0,8,5,13.9421656,15.2245858,171.0490522,86.0578344,2.50170419,0.024247391,55.65639076,0.141609907,76.51339242,36.15407512,75.83700674
293,D,0.3,4,3,3,0,8,5,20.96042403,15.23487075,114.2564749,79.03957597,3.965015424,0.02397659,87.13751697,0.153002247,122.0607238,57.74113608,116.9753543
294,D,0.4,4,3,3,0,8,5,27.99015044,15.50526392,85.85110841,72.00984956,5.529678603,0.023797839,120.535046,0.177038282,171.9482244,80.98182818,161.124601
295,D,0.2,3,4,3,0,8,5,13.98594702,15.15666941,171.2213698,86.01405298,2.507222303,0.024204893,55.67260292,0.127690196,76.44635547,36.12181068,75.31722133
296,D,0.3,3,4,3,0,8,5,20.94630773,15.19152821,115.2896581,79.05369227,3.970329428,0.023905374,86.97155299,0.158013478,122.6674985,57.15369849,119.2435815
297,D,0.4,3,4,3,0,8,5,27.99346323,15.43756104,86.53020684,72.00653677,5.543090472,0.023752018,120.5734014,0.174462646,172.5849358,80.86403234,164.0317363
298,D,0.2,4,4,3,0,8,5,12.63596209,13.81440051,172.3036582,87.36403791,2.063999916,0.022536355,42.38703545,0.181507245,59.81551386,27.4689836,56.16817865
299,D,0.3,4,4,3,0,8,5,18.9676827,13.89513482,115.169905,81.0323173,3.254416594,0.022362809,66.2690625,0.190320253,94.1642078,44.030043,88.7362718
300,D,0.4,4,4,3,0,8,5,25.31670427,13.99040149,88.62432623,74.68329573,4.519197703,0.022344047,91.93876976,0.199163198,131.8218024,61.57942717,124.8659392
301,D,0.2,3,3,4,0,8,5,14.09381562,15.2345425,171.2156025,85.90618438,2.751271967,0.032829021,84.8190215,0.103022531,103.6647735,47.60671007,99.96759429
302,D,0.3,3,3,4,0,8,5,21.16434646,15.39795276,114.66837,78.83565354,4.380176491,0.032562649,133.8697977,0.119556665,164.6925189,74.86605167,156.1572722
